📺央视频道,#genre#
CCTV5+,http://xmiin.com:35455/bptv/10000100000000050000000003248330.m3u8
CCTV6,https://wyzy.online:55734/allinone/migu/624878396.m3u8
CCTV6,http://xmiin.com:35455/bptv/10000100000000050000000003870749.m3u8
CCTV6,http://171.213.132.103:8188/udp/239.93.1.13:2226
CCTV6,http://111.72.202.55:7088/udp/239.252.219.237:5140
CCTV6,http://123.113.15.147:4022/udp/239.3.1.174:8001
CCTV6,http://nxlj.cn:1688/udp/239.45.1.70:5140
CCTV6,http://119.32.12.17:2901/udp/224.1.100.84:11111
CCTV7,https://wyzy.online:55734/allinone/migu/673168121.m3u8
CCTV7,http://111.72.202.55:7088/udp/239.252.220.185:5140
CCTV7,http://xmiin.com:35455/bptv/10000100000000050000000003870750.m3u8
CCTV7,http://123.113.15.147:4022/udp/239.3.1.61:8104
CCTV7,http://www.jeremyoto.com:82/udp/233.50.200.102:5140
CCTV8,https://wyzy.online:55734/allinone/migu/624878356.m3u8
CCTV8,http://171.213.132.103:8188/udp/239.93.42.39:5140
CCTV8,http://111.72.202.55:7088/udp/239.252.219.253:5140
CCTV8,http://123.113.15.147:4022/udp/239.3.1.175:8001
CCTV8,http://xmiin.com:35455/bptv/10000100000000050000000003870838.m3u8
CCTV9,https://wyzy.online:55734/allinone/migu/673168140.m3u8
CCTV9,http://171.213.132.103:8188/udp/239.93.1.24:5140
CCTV9,http://111.72.202.55:7088/udp/239.252.220.186:5140
CCTV9,http://nxlj.cn:1688/udp/239.45.3.4:5140
CCTV9,http://xmiin.com:35455/bptv/10000100000000050000000003870752.m3u8
CCTV9,http://123.113.15.147:4022/udp/239.3.1.62:8112
CCTV9,http://omnix.cn:4000/udp/225.1.8.9:8112
CCTV9,http://222.219.183.103:8089/hls/9/index.m3u8
CCTV9,http://cc.95279527.space:35455/bptv/10000100000000050000000005002664.m3u8
CCTV9,http://jilin-02.tosunsoft.com:35455/bptv/10000100000000050000000005002664.m3u8
CCTV10,https://wyzy.online:55734/allinone/migu/624878405.m3u8
CCTV10,http://171.213.132.103:8188/udp/239.93.1.28:5140
CCTV10,http://111.72.202.55:7088/udp/239.252.220.91:5140
CCTV10,http://nxlj.cn:1688/udp/239.45.3.8:5140
CCTV10,http://xmiin.com:35455/bptv/10000100000000050000000003870753.m3u8
CCTV10,http://58.19.43.46:9901/tsfile/live/1029_1.m3u8
CCTV10,http://cc.95279527.space:35455/bptv/10000100000000050000000003870753.m3u8
CCTV11,https://wyzy.online:55734/allinone/migu/667987558.m3u8
CCTV11,http://111.72.202.55:7088/udp/239.252.219.78:5140
CCTV11,http://171.213.132.103:8188/udp/239.93.0.102:5140
CCTV11,http://123.113.15.147:4022/udp/239.3.1.152:8120
CCTV11,http://xmiin.com:35455/bptv/10000100000000050000000003870754.m3u8
CCTV12,https://wyzy.online:55734/allinone/migu/673168185.m3u8
CCTV12,http://171.213.132.103:8188/udp/239.93.1.30:8124
CCTV12,http://111.72.202.55:7088/udp/239.252.220.187:5140
CCTV12,http://xmiin.com:35455/bptv/10000100000000050000000003870755.m3u8
CCTV12,http://123.113.15.147:4022/udp/239.3.1.64:8124
CCTV12,http://nxlj.cn:1688/udp/239.45.3.10:5140
CCTV12,http://qjrhc.jydjd.top:2911/udp/224.1.100.78:11111
CCTV13,https://wyzy.online:55734/allinone/migu/608807423.m3u8
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13,http://171.213.132.103:8188/udp/239.93.0.66:5140
CCTV13,http://xmiin.com:35455/bptv/10000100000000050000000004796248.m3u8
CCTV13,http://cc.95279527.space:35455/bptv/10000100000000050000000004796248.m3u8
CCTV14,https://wyzy.online:55734/allinone/migu/624878440.m3u8
CCTV14,http://171.213.132.103:8188/udp/239.93.1.29:6000
CCTV14,http://111.72.202.55:7088/udp/239.252.220.92:5140
CCTV14,http://nxlj.cn:1688/udp/239.45.3.23:5140
CCTV14,http://xmiin.com:35455/bptv/10000100000000050000000003870756.m3u8
CCTV14,http://123.113.15.147:4022/udp/239.3.1.65:8132
CCTV15,https://wyzy.online:55734/allinone/migu/673168223.m3u8
CCTV15,http://111.72.202.55:7088/udp/239.252.219.79:5140
CCTV15,http://171.213.132.103:8188/udp/239.93.0.103:5140
CCTV15,http://xmiin.com:35455/bptv/10000100000000050000000003870757.m3u8
CCTV15,http://123.113.15.147:4022/udp/239.3.1.153:8136
CCTV15,http://qjrhc.jydjd.top:2911/udp/224.1.100.42:11111
CCTV16,http://171.213.132.103:8188/udp/239.93.42.54:5140
CCTV16,http://111.72.202.55:7088/udp/239.252.220.237:5140
CCTV16,http://nxlj.cn:1688/udp/239.45.0.12:5140
CCTV16,http://123.113.15.147:4022/udp/239.3.1.184:8001
CCTV16,http://xmiin.com:35455/bptv/10000100000000050000000004972604.m3u8
CCTV16,http://cc.95279527.space:35455/bptv/10000100000000050000000004972559.m3u8
CCTV16,http://xmiin.com:35455/bptv/10000100000000050000000004972559.m3u8
CCTV16,http://jilin-02.tosunsoft.com:35455/bptv/10000100000000050000000004972559.m3u8
CCTV17,https://wyzy.online:55734/allinone/migu/673168256.m3u8
CCTV17,http://171.213.132.103:8188/udp/239.93.0.92:5140
CCTV17,http://111.72.202.55:7088/udp/239.252.220.192:5140
CCTV17,http://xmiin.com:35455/bptv/10000100000000050000000003870758.m3u8
CCTV17,http://123.113.15.147:4022/udp/239.3.1.151:8144
CCTV17,http://cc.95279527.space:35455/bptv/10000100000000050000000003870758.m3u8
CCTV17,http://qjrhc.jydjd.top:2911/udp/224.1.100.135:11111
CCTV4K,http://123.113.15.147:4022/udp/239.3.1.245:2000
兵器科技,http://111.72.202.55:7088/udp/239.252.219.98:5140
风云剧场,http://111.72.202.55:7088/udp/239.252.219.89:5140
风云音乐,http://111.72.202.55:7088/udp/239.252.219.87:5140
风云足球,http://111.72.202.55:7088/udp/239.252.219.96:5140
央视台球,http://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8
央视台球,http://111.72.202.55:7088/udp/239.252.219.80:5140
央视台球,http://111.72.202.55:7088/udp/239.252.220.201:5140
高尔夫网球,http://111.72.202.55:7088/udp/239.252.219.95:5140
老故事,http://183.11.239.36:808/hls/26/index.m3u8
老故事,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
老故事,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
女性时尚,http://111.72.202.55:7088/udp/239.252.219.94:5140
世界地理,http://111.72.202.55:7088/udp/239.252.219.93:5140
文化精品,http://111.72.202.55:7088/udp/239.252.219.81:5140
百姓健康,http://222.95.140.68:58888/udp/239.49.0.92:8000
中国交通,http://171.213.132.103:8188/udp/239.93.0.142:5140
中国交通,http://123.113.15.147:4022/udp/239.3.1.188:8001
中国天气,http://111.72.202.55:7088/udp/239.252.219.143:5140
CETV1,http://171.213.132.103:8188/udp/239.93.1.111:5140
CETV1,http://111.72.202.55:7088/udp/239.252.220.198:5140
CETV1,http://123.113.15.147:4022/udp/239.3.1.57:8152
CETV1,http://nxlj.cn:1688/udp/239.45.1.125:5140
CETV3,http://vapi.91kds.cc/live1/udp.m3u8?ip=beijing-lt&id=239.3.1.55:4120&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CETV3,http://123.113.15.147:4022/udp/239.3.1.55:4120

📡卫视频道,#genre#
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8
山东卫视,http://171.213.132.103:8188/udp/239.93.0.168:5140
山东卫视,http://111.72.202.55:7088/udp/239.252.219.228:5140
山东卫视,http://nxlj.cn:1688/udp/239.45.3.238:5140
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://111.72.202.55:7088/udp/239.252.219.206:5140
北京卫视,http://nxlj.cn:1688/udp/239.45.3.229:5140
北京卫视,http://171.213.132.103:8188/udp/239.93.0.180:5140
北京卫视,http://123.113.15.147:4022/udp/239.3.1.241:8000
北京卫视,http://www.jeremyoto.com:82/udp/233.50.200.179:5140
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://111.72.202.55:7088/udp/239.252.219.210:5140
浙江卫视,http://171.213.132.103:8188/udp/239.93.0.124:5140
浙江卫视,http://nxlj.cn:1688/udp/239.45.3.178:5140
浙江卫视,http://123.113.15.147:4022/udp/239.3.1.137:8036
湖南卫视,http://111.72.202.55:7088/udp/239.252.219.201:5140
湖南卫视,http://171.213.132.103:8188/udp/239.93.0.88:5140
湖南卫视,http://123.113.15.147:4022/udp/239.3.1.132:8012
江苏卫视,http://111.72.202.55:7088/udp/239.252.219.214:5140
江苏卫视,http://171.213.132.103:8188/udp/239.93.0.89:5140
江苏卫视,http://123.113.15.147:4022/udp/239.3.1.135:8028
江苏卫视,http://nxlj.cn:1688/udp/239.45.3.177:5140
东方卫视,http://111.72.202.55:7088/udp/239.252.219.229:5140
东方卫视,http://171.213.132.103:8188/udp/239.93.0.123:5140
东方卫视,http://nxlj.cn:1688/udp/239.45.3.146:5140
东方卫视,http://123.113.15.147:4022/udp/239.3.1.136:8032
深圳卫视,http://satellitepull.cnr.cn/live/wxszws/playlist.m3u8
深圳卫视,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8
深圳卫视,http://111.72.202.55:7088/udp/239.252.219.212:5140
湖北卫视,http://satellitepull.cnr.cn/live/wx32hubws/playlist.m3u8
湖北卫视,http://171.213.132.103:8188/udp/239.93.0.250:5140
湖北卫视,http://111.72.202.55:7088/udp/239.252.219.208:5140
湖北卫视,http://nxlj.cn:1688/udp/239.45.3.239:5140
湖北卫视,http://123.113.15.147:4022/udp/239.3.1.138:8044
天津卫视,http://111.72.202.55:7088/udp/239.252.220.61:5140
天津卫视,http://171.213.132.103:8188/udp/239.93.0.167:5140
天津卫视,http://123.113.15.147:4022/udp/239.3.1.141:1234
天津卫视,http://nxlj.cn:1688/udp/239.45.1.124:5140
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://111.72.202.55:7088/udp/239.252.219.213:5140
广东卫视,http://171.213.132.103:8188/udp/239.93.0.181:5140
广东卫视,http://123.113.15.147:4022/udp/239.3.1.142:8048
广西卫视,http://171.213.132.103:8188/udp/239.93.42.46:5140
广西卫视,http://nxlj.cn:1688/udp/239.45.0.5:5140
河南卫视,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/河南.php?id=hnws
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://171.213.132.103:8188/udp/239.93.42.45:5140
河南卫视,http://111.72.202.55:7088/udp/239.252.220.189:5140
河南卫视,http://123.113.15.147:4022/udp/239.3.1.50:8184
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8
河北卫视,http://171.213.132.103:8188/udp/239.93.0.132:5140
河北卫视,http://111.72.202.55:7088/udp/239.252.220.154:5140
河北卫视,http://123.113.15.147:4022/udp/239.3.1.148:8072
河北卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.19:11111
河北卫视,http://119.32.12.17:2901/udp/224.1.100.20:11111
河北卫视,http://php.fjl626.cn/hebei.php?id=hbws
贵州卫视,http://satellitepull.cnr.cn/live/wx32gzws/playlist.m3u8
贵州卫视,http://171.213.132.103:8188/udp/239.93.0.131:5140
贵州卫视,http://123.113.15.147:4022/udp/239.3.1.149:8076
四川卫视,http://satellitepull.cnr.cn/live/wxscws/playlist.m3u8
四川卫视,http://111.72.202.55:7088/udp/239.252.220.93:5140
四川卫视,http://nxlj.cn:1688/udp/239.45.1.83:5140
四川卫视,http://171.213.132.103:8188/udp/239.93.0.20:1235
四川卫视,http://www.jeremyoto.com:82/udp/233.50.201.139:5140
云南卫视,http://satellitepull.cnr.cn/live/wxynws/playlist.m3u8
云南卫视,http://111.72.202.55:7088/udp/239.252.219.185:5140
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8
重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8
重庆卫视,http://171.213.132.103:8188/udp/239.93.1.107:5140
重庆卫视,http://111.72.202.55:7088/udp/239.252.220.94:5140
重庆卫视,http://123.113.15.147:4022/udp/239.3.1.122:8160
重庆卫视,http://nxlj.cn:1688/udp/239.45.1.84:5140
重庆卫视,http://61.136.172.236:9901/tsfile/live/0142_1.m3u8
安徽卫视,http://satellitepull.cnr.cn/live/wxahws/playlist.m3u8
安徽卫视,http://171.213.132.103:8188/udp/239.93.1.106:5140
安徽卫视,http://111.72.202.55:7088/udp/239.252.220.83:5140
安徽卫视,http://123.113.15.147:4022/udp/239.3.1.211:8064
安徽卫视,http://www.jeremyoto.com:82/udp/233.50.201.113:5140
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxws/playlist.m3u8
江西卫视,http://171.213.132.103:8188/udp/239.93.0.134:5140
江西卫视,http://nxlj.cn:1688/udp/239.45.1.122:5140
江西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.54:11111
江西卫视,http://123.113.15.147:4022/udp/239.3.1.123:8164
陕西卫视,http://satellitepull.cnr.cn/live/wxsxxws/playlist.m3u8
陕西卫视,http://171.15.18.199:8180/TV00000000000000000039@HHZT
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://171.213.132.103:8188/udp/239.93.0.42:5140
东南卫视,http://111.72.202.55:7088/udp/239.252.220.82:5140
东南卫视,http://nxlj.cn:1688/udp/239.45.1.121:5140
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,http://171.213.132.103:8188/udp/239.93.0.248:5140
吉林卫视,http://111.72.202.55:7088/udp/239.252.220.188:5140
吉林卫视,http://123.113.15.147:4022/udp/239.3.1.240:8172
吉林卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.60:11111
辽宁卫视,http://171.213.132.103:8188/udp/239.93.1.108:5140
辽宁卫视,http://111.72.202.55:7088/udp/239.252.220.62:5140
辽宁卫视,http://123.113.15.147:4022/udp/239.3.1.210:8056
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8
黑龙江卫视,http://171.213.132.103:8188/udp/239.93.0.183:5140
黑龙江卫视,http://111.72.202.55:7088/udp/239.252.219.211:5140
黑龙江卫视,http://123.113.15.147:4022/udp/239.3.1.133:8016
黑龙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.139:11111
黑龙江卫视,http://101.66.199.219:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://1b6467f415.iok.la:9931/tsfile/live/1070_1.m3u8
宁夏卫视,http://satellitepull.cnr.cn/live/wxnxws/playlist.m3u8
甘肃卫视,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8
甘肃卫视,http://171.213.132.103:8188/udp/239.93.0.81:5140
甘肃卫视,http://111.72.202.55:7088/udp/239.252.219.140:5140
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
新疆卫视,http://satellitepull.cnr.cn/live/wxxjws/playlist.m3u8
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8
海南卫视,http://111.72.202.55:7088/udp/239.252.219.178:5140
海南卫视,http://nxlj.cn:1688/udp/239.45.1.81:5140
西藏卫视,http://satellitepull.cnr.cn/live/wxxzws/playlist.m3u8
西藏卫视,http://www.lysvc.cc/daili/xztv.php
兵团卫视,http://1b6467f415.iok.la:9931/tsfile/live/1092_1.m3u8
旅游卫视,http://180.213.174.225:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
康巴卫视,http://171.213.132.103:8188/udp/239.93.0.41:5140
安多卫视,https://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8
三沙卫视,http://www.jiaocj.xyz:4000/udp/239.49.0.167:8000
三沙卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.148:11111
延边卫视,http://satellitepull.cnr.cn/live/wxybws/playlist.m3u8

☘️山东专属频道,#genre#
临沂公共,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂农科,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
临沂新闻综合,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
山东少儿,http://139.129.231.228:50060/rtp/239.21.1.208:5002
山东新闻,http://live.xmcdn.com/live/1440/64.m3u8
山东教育,http://139.129.231.228:50060/rtp/239.21.1.169:5002
山东居家购物,http://139.129.231.228:50060/rtp/239.21.1.112:5002
山东农科,http://139.129.231.228:50060/rtp/239.21.1.183:5002
山东生活,http://live.xmcdn.com/live/802/64.m3u8
山东体育,http://123.129.70.178:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://139.129.231.228:50060/rtp/239.21.1.141:5002
山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://221.2.148.205:8154/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://111.14.181.15:9901/tsfile/live/1022_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东体育,http://58.57.40.22:9901/tsfile/live/1020_1.m3u8
山东文旅,http://221.2.148.205:8154/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
山东文旅,http://58.57.40.22:9901/tsfile/live/1023_1.m3u8
山东文旅,http://221.2.148.205:8154/tsfile/live/1004_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
JJ斗地主,https://lunbo.freetv.top/douyu/488743
JJ斗地主,http://111.20.21.163/live/488743rAHScWyyII_2000.flv?302_type=cold_aggr&_session_id=1343553445.n.cn-z9w724.mt5f_1421068&cac=1&cb_retry=0&did=d010b07dcb997ada9934081c873542f0&domain=tc-tct.douyucdn2.cn&expire=0&fp_user_url=http%3A%2F%2Ftc-tct.douyucdn2.cn%2Fdyliveflv1a%2F488743rAHScWyyII_2000.flv%3FwsAuth%3Dfd695c444eeee99cc6122ed396c805ba%26token%3Dcpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901%26logo%3D0%26expire%3D0%26did%3Dd010b07dcb997ada9934081c873542f0%26origin%3Dtct%26vhost%3Dplay2&logo=0&manage_ip=&node_id=&origin=tct&pro_type=http&redirect_from=pod.cn-z9w724.mt5f.nss&redirect_from_ip=183.201.192.138&redirect_to=fc.cn-h58z42&redirect_to_ip=111.20.21.163&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&vhost=tc-tct.douyucdn2.cn&wsAuth=fd695c444eeee99cc6122ed396c805ba
JJ斗地主,http://huanqiuzhibo.cn/manifest/douyu.php?id=488743
JJ斗地主,http://zzy789.xyz/douyu1.php?id=488743
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2

🏀咪咕频道,#genre#
赛事咪咕1,http://xmiin.com:35455/itv/3000000001000005308.m3u8
赛事咪咕1,http://47.122.5.162:35455/itv/3000000001000005308.m3u8
赛事咪咕2,http://xmiin.com:35455/itv/3000000001000005969.m3u8
赛事咪咕2,http://47.122.5.162:35455/itv/3000000001000005969.m3u8
赛事咪咕3,http://xmiin.com:35455/itv/3000000001000007218.m3u8
赛事咪咕3,http://47.122.5.162:35455/itv/3000000001000007218.m3u8
赛事咪咕4,http://xmiin.com:35455/itv/3000000001000008001.m3u8
赛事咪咕4,http://47.122.5.162:35455/itv/3000000001000008001.m3u8
赛事咪咕5,http://xmiin.com:35455/itv/3000000001000008176.m3u8
赛事咪咕5,http://47.122.5.162:35455/itv/3000000001000008176.m3u8
赛事咪咕6,http://xmiin.com:35455/itv/3000000001000008379.m3u8
赛事咪咕6,http://47.122.5.162:35455/itv/3000000001000008379.m3u8
赛事咪咕7,http://xmiin.com:35455/itv/3000000001000010129.m3u8
赛事咪咕7,http://47.122.5.162:35455/itv/3000000001000010129.m3u8
赛事咪咕8,http://xmiin.com:35455/itv/3000000001000010948.m3u8
赛事咪咕8,http://47.122.5.162:35455/itv/3000000001000010948.m3u8
赛事咪咕10,http://xmiin.com:35455/itv/3000000001000028638.m3u8
赛事咪咕10,http://47.122.5.162:35455/itv/3000000001000028638.m3u8
赛事咪咕11,http://xmiin.com:35455/itv/3000000001000031494.m3u8
赛事咪咕11,http://47.122.5.162:35455/itv/3000000001000031494.m3u8
赛事咪咕12,http://xmiin.com:35455/itv/3000000010000000097.m3u8
赛事咪咕12,http://47.122.5.162:35455/itv/3000000010000000097.m3u8
赛事咪咕13,http://xmiin.com:35455/itv/3000000010000002019.m3u8
赛事咪咕13,http://47.122.5.162:35455/itv/3000000010000002019.m3u8
赛事咪咕15,http://xmiin.com:35455/itv/3000000010000002809.m3u8
赛事咪咕15,http://47.122.5.162:35455/itv/3000000010000002809.m3u8
赛事咪咕16,http://xmiin.com:35455/itv/3000000010000003915.m3u8
赛事咪咕16,http://47.122.5.162:35455/itv/3000000010000003915.m3u8
赛事咪咕17,http://61.160.112.102:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
赛事咪咕17,http://xmiin.com:35455/itv/3000000010000004193.m3u8
赛事咪咕17,http://47.122.5.162:35455/itv/3000000010000004193.m3u8
赛事咪咕20,http://xmiin.com:35455/itv/3000000010000005837.m3u8
赛事咪咕20,http://47.122.5.162:35455/itv/3000000010000005837.m3u8
赛事咪咕21,http://hknew.1205123.xyz:35455/itv/3000000010000006077.m3u8
赛事咪咕21,http://nhljz.net:35455/itv/3000000010000006077.m3u8
赛事咪咕21,http://xmiin.com:35455/itv/3000000010000006077.m3u8
赛事咪咕21,http://61.160.112.102:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
赛事咪咕21,http://dsm.jianghw.cn:35455/itv/3000000010000006077.m3u8
赛事咪咕21,http://jilin-02.tosunsoft.com:35455/itv/3000000010000006077.m3u8
赛事咪咕21,http://47.122.5.162:35455/itv/3000000010000006077.m3u8
赛事咪咕21,http://atcq62.3950.cn:35455/itv/3000000010000006077.m3u8
赛事咪咕21,http://cc.95279527.space:35455/itv/3000000010000006077.m3u8
赛事咪咕21,http://clawyear.mind-care.top:35455/itv/3000000010000006077.m3u8
赛事咪咕22,http://hknew.1205123.xyz:35455/itv/3000000010000006658.m3u8
赛事咪咕22,http://nhljz.net:35455/itv/3000000010000006658.m3u8
赛事咪咕22,http://xmiin.com:35455/itv/3000000010000006658.m3u8
赛事咪咕22,http://61.160.112.102:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
赛事咪咕22,http://dsm.jianghw.cn:35455/itv/3000000010000006658.m3u8
赛事咪咕22,http://jilin-02.tosunsoft.com:35455/itv/3000000010000006658.m3u8
赛事咪咕22,http://47.122.5.162:35455/itv/3000000010000006658.m3u8
赛事咪咕22,http://atcq62.3950.cn:35455/itv/3000000010000006658.m3u8
赛事咪咕22,http://cc.95279527.space:35455/itv/3000000010000006658.m3u8
赛事咪咕22,http://clawyear.mind-care.top:35455/itv/3000000010000006658.m3u8
赛事咪咕25,http://xmiin.com:35455/itv/3000000010000009788.m3u8
赛事咪咕25,http://47.122.5.162:35455/itv/3000000010000009788.m3u8
赛事咪咕26,http://xmiin.com:35455/itv/3000000010000010833.m3u8
赛事咪咕26,http://47.122.5.162:35455/itv/3000000010000010833.m3u8
赛事咪咕28,http://xmiin.com:35455/itv/3000000010000011297.m3u8
赛事咪咕28,http://47.122.5.162:35455/itv/3000000010000011297.m3u8
赛事咪咕29,http://hknew.1205123.xyz:35455/itv/3000000010000011518.m3u8
赛事咪咕29,http://61.160.112.102:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
赛事咪咕29,http://xmiin.com:35455/itv/3000000010000011518.m3u8
赛事咪咕29,http://47.122.5.162:35455/itv/3000000010000011518.m3u8
赛事咪咕29,http://cc.95279527.space:35455/itv/3000000010000011518.m3u8
赛事咪咕34,http://hknew.1205123.xyz:35455/itv/3000000010000012558.m3u8
赛事咪咕34,http://nhljz.net:35455/itv/3000000010000012558.m3u8
赛事咪咕34,http://xmiin.com:35455/itv/3000000010000012558.m3u8
